tenure,MonthlyCharges,Contract,OnlineSecurity,PaymentMethod,CLV
70,80.4,2,0,0,5628.0
1,88.8,0,0,2,88.8
46,94.65,1,0,2,4353.900000000001
30,90.25,0,0,2,2707.5
15,64.65,0,2,0,969.7500000000001
69,95.75,1,0,1,6606.75
65,19.55,2,1,1,1270.75
72,104.1,2,2,1,7495.2
13,89.05,0,0,0,1157.6499999999999
17,20.1,1,1,3,341.70000000000005
51,111.55,1,2,2,5689.05
51,60.5,2,2,1,3085.5
72,90.95,2,2,0,6548.400000000001
67,87.4,1,0,2,5855.8
34,19.7,0,1,3,669.8
67,50.95,2,2,0,3413.65
49,20.05,1,1,0,982.45
53,19.4,2,1,3,1028.1999999999998
27,59.45,0,0,2,1605.15
23,94.75,0,0,2,2179.25
69,81.5,2,2,1,5623.5
2,29.05,0,0,0,58.1
35,86.45,0,0,2,3025.75
46,70.6,1,2,3,3247.6
54,97.2,2,0,0,5248.8
56,98.25,1,0,2,5502.0
9,75.75,0,0,0,681.75
20,59.2,0,2,0,1184.0
11,75.9,0,0,3,834.9000000000001
30,90.05,0,0,2,2701.5
68,70.95,2,2,0,4824.6
38,102.6,0,0,2,3898.7999999999997
17,85.35,0,2,0,1450.9499999999998
48,106.1,1,0,1,5092.799999999999
1,43.8,0,0,2,43.8
63,59.0,2,2,2,3717.0
3,69.95,1,0,2,209.85000000000002
48,24.35,1,1,0,1168.8000000000002
66,29.45,1,0,1,1943.7
68,84.4,2,0,1,5739.200000000001
17,45.05,0,0,2,765.8499999999999
7,20.65,1,1,3,144.54999999999998
72,87.1,2,2,0,6271.2
29,19.85,0,1,3,575.6500000000001
37,90.35,0,0,2,3342.95
34,109.8,0,2,3,3733.2
42,84.65,0,0,2,3555.3
59,65.5,1,2,3,3864.5
11,79.5,0,0,0,874.5
60,80.95,0,2,2,4857.0
27,56.15,0,0,3,1516.05
1,85.8,0,0,3,85.8
1,79.1,0,0,2,79.1
17,34.4,0,2,3,584.8
58,20.75,2,1,3,1203.5
1,18.8,1,1,3,18.8
3,44.3,0,0,3,132.89999999999998
53,90.8,0,2,2,4812.4
35,25.6,0,1,2,896.0
50,105.95,0,2,1,5297.5
68,70.8,2,0,1,4814.4
47,25.4,0,1,2,1193.8
65,108.8,0,0,0,7072.0
5,69.75,0,0,2,348.75
51,94.65,0,0,2,4827.150000000001
46,96.05,0,0,0,4418.3
9,76.85,0,0,2,691.65
8,20.25,2,1,3,162.0
14,24.8,1,1,1,347.2
45,115.65,0,2,2,5204.25
8,74.6,0,0,1,596.8
1,50.15,0,0,3,50.15
66,103.15,1,2,0,6807.900000000001
72,72.1,2,2,1,5191.2
41,113.6,0,2,0,4657.599999999999
23,25.1,2,1,3,577.3000000000001
29,78.9,0,0,2,2288.1000000000004
4,80.15,0,2,2,320.6
6,25.4,2,1,3,152.39999999999998
67,105.4,1,2,1,7061.8
7,45.75,0,0,3,320.25
56,24.45,1,1,3,1369.2
72,25.0,2,1,1,1800.0
72,85.25,2,2,2,6138.0
23,19.6,2,1,1,450.8
35,50.15,0,0,3,1755.25
27,70.55,0,0,2,1904.85
26,60.05,0,0,2,1561.3
12,26.4,1,1,3,316.79999999999995
40,20.15,2,1,3,806.0
7,58.85,0,2,3,411.95
70,97.55,0,2,1,6828.5
60,19.65,2,1,1,1179.0
39,25.25,1,0,1,984.75
72,114.45,2,2,1,8240.4
1,34.7,0,0,2,34.7
54,70.7,1,0,2,3817.8
3,85.3,0,0,2,255.89999999999998
63,75.55,2,2,1,4759.65
71,84.8,2,0,2,6020.8
42,20.65,1,1,3,867.3
47,20.45,2,1,0,961.15
66,102.45,1,0,1,6761.7
21,104.4,0,2,0,2192.4
11,35.65,0,0,2,392.15
1,99.75,0,0,2,99.75
55,90.45,0,0,2,4974.75
69,97.65,2,0,1,6737.85
3,73.85,0,0,2,221.54999999999998
4,74.4,0,0,2,297.6
30,69.1,2,0,1,2073.0
5,82.75,0,0,2,413.75
71,24.4,2,1,1,1732.3999999999999
29,55.25,1,0,2,1602.25
52,61.35,0,0,0,3190.2000000000003
68,76.75,1,2,1,5219.0
46,19.4,2,1,3,892.4
8,54.75,0,0,1,438.0
72,19.7,2,1,1,1418.3999999999999
17,19.9,1,1,0,338.29999999999995
3,107.95,0,0,2,323.85
2,83.8,0,0,0,167.6
9,74.25,0,2,1,668.25
51,56.4,1,0,1,2876.4
6,20.1,2,1,3,120.60000000000001
3,94.9,0,0,2,284.70000000000005
17,94.2,0,0,2,1601.4
30,49.9,0,0,2,1497.0
31,71.05,0,0,2,2202.5499999999997
45,81.65,2,2,0,3674.2500000000005
64,89.45,1,2,0,5724.8
1,59.85,0,0,2,59.85
1,69.6,0,0,2,69.6
61,99.0,1,0,2,6039.0
1,19.05,0,1,3,19.05
9,45.4,0,0,2,408.59999999999997
72,114.45,2,2,0,8240.4
1,19.5,0,1,3,19.5
7,44.25,0,0,3,309.75
66,90.55,1,0,0,5976.3
1,69.9,0,0,2,69.9
40,20.4,0,1,0,816.0
16,71.4,0,0,0,1142.4
2,87.15,0,0,0,174.3
67,24.85,2,1,1,1664.95
41,104.45,1,2,0,4282.45
56,19.8,2,1,1,1108.8
72,116.45,2,2,0,8384.4
3,84.75,0,0,0,254.25
54,20.05,2,1,1,1082.7
52,110.75,0,0,2,5759.0
50,89.7,2,0,0,4485.0
14,89.95,0,0,2,1259.3
27,48.7,1,2,1,1314.9
72,96.6,2,2,0,6955.2
62,74.3,1,2,1,4606.599999999999
12,54.3,0,0,2,651.5999999999999
44,74.85,1,0,0,3293.3999999999996
54,79.95,2,0,0,4317.3
68,20.05,2,1,0,1363.4
20,19.4,0,1,3,388.0
50,54.9,1,0,0,2745.0
58,24.45,2,1,1,1418.1
35,89.65,0,0,0,3137.75
2,45.4,0,0,2,90.8
63,75.7,2,2,3,4769.1
58,110.65,1,2,1,6417.700000000001
27,20.55,1,1,3,554.85
71,115.15,2,2,1,8175.650000000001
63,58.55,1,0,1,3688.6499999999996
71,93.25,0,0,0,6620.75
41,113.2,0,2,2,4641.2
13,90.5,0,0,2,1176.5
2,79.0,0,0,2,158.0
68,19.35,2,1,0,1315.8000000000002
1,48.75,0,2,3,48.75
65,109.05,2,2,2,7088.25
72,25.0,2,1,0,1800.0
28,54.9,0,0,1,1537.2
72,24.75,2,1,1,1782.0
2,91.15,0,2,2,182.3
18,20.15,1,1,0,362.7
60,104.35,1,0,2,6261.0
26,66.05,0,0,2,1717.3
1,71.65,0,0,2,71.65
4,20.35,0,1,3,81.4
68,92.2,2,2,1,6269.6
38,84.25,0,0,1,3201.5
42,105.2,1,2,0,4418.400000000001
57,19.6,2,1,0,1117.2
54,30.4,0,0,2,1641.6
12,78.1,0,0,0,937.1999999999999
44,61.5,1,2,3,2706.0
42,69.4,0,2,0,2914.8
72,24.75,2,1,0,1782.0
71,91.05,2,2,3,6464.55
19,89.65,0,0,3,1703.3500000000001
23,73.65,0,0,1,1693.95
30,19.4,2,1,1,582.0
35,26.2,1,1,0,917.0
10,98.7,0,2,2,987.0
1,43.85,0,0,0,43.85
22,69.7,0,0,3,1533.4
7,38.55,2,2,3,269.84999999999997
36,53.1,2,2,3,1911.6000000000001
34,20.65,0,1,3,702.0999999999999
72,64.45,2,2,1,4640.400000000001
36,25.1,2,1,1,903.6
1,76.35,0,0,2,76.35
23,79.15,0,0,2,1820.45
32,85.0,0,0,2,2720.0
71,95.15,1,2,1,6755.650000000001
23,79.35,0,0,3,1825.05
17,96.65,1,0,0,1643.0500000000002
1,75.5,0,0,2,75.5
12,19.7,2,1,3,236.39999999999998
72,20.5,2,1,1,1476.0
1,19.2,0,1,3,19.2
72,98.35,2,0,0,7081.2
60,74.35,0,0,0,4461.0
61,51.35,2,0,1,3132.35
6,45.65,0,0,3,273.9
32,85.3,0,0,2,2729.6
31,86.55,0,0,1,2683.0499999999997
19,73.85,0,0,1,1403.1499999999999
72,20.3,2,1,0,1461.6000000000001
32,54.2,0,0,2,1734.4
65,90.65,0,0,2,5892.25
45,50.9,0,2,0,2290.5
42,25.05,1,1,2,1052.1000000000001
8,74.85,0,0,2,598.8
32,20.5,2,1,3,656.0
22,63.55,0,2,3,1398.1
57,44.85,0,0,2,2556.4500000000003
1,47.95,0,2,2,47.95
1,45.1,0,0,2,45.1
1,45.0,0,0,2,45.0
24,96.0,0,0,2,2304.0
1,20.05,0,1,0,20.05
54,90.05,0,0,2,4862.7
4,25.3,2,1,1,101.2
65,108.65,2,2,0,7062.25
56,24.3,1,1,2,1360.8
45,75.95,0,2,2,3417.75
71,19.7,2,1,1,1398.7
59,66.4,1,2,1,3917.6000000000004
69,35.75,1,0,0,2466.75
19,18.8,1,1,3,357.2
55,19.4,2,1,1,1067.0
38,19.3,1,1,3,733.4
10,45.55,0,0,2,455.5
47,67.45,0,2,1,3170.15
2,35.1,0,0,2,70.2
1,46.2,0,0,1,46.2
1,45.15,0,0,2,45.15
1,43.3,0,0,2,43.3
46,20.1,2,1,3,924.6
38,57.15,0,2,1,2171.7
65,58.9,2,2,1,3828.5
19,73.2,0,2,2,1390.8
52,85.35,0,0,2,4438.2
71,19.45,2,1,3,1380.95
1,45.95,0,0,3,45.95
52,50.5,0,0,2,2626.0
6,25.1,1,1,3,150.60000000000002
26,60.7,1,0,3,1578.2
48,99.0,1,0,2,4752.0
64,104.4,1,2,0,6681.6
3,83.75,0,0,2,251.25
1,44.05,0,0,0,44.05
72,24.1,2,1,1,1735.2
1,45.55,0,0,3,45.55
51,93.8,0,2,2,4783.8
41,19.7,2,1,0,807.6999999999999
72,70.65,2,2,1,5086.8
43,86.45,2,2,1,3717.35
72,114.1,2,2,1,8215.199999999999
47,95.2,1,0,1,4474.400000000001
72,88.55,2,2,1,6375.599999999999
3,20.75,0,1,1,62.25
1,70.05,0,0,2,70.05
2,86.0,0,0,2,172.0
26,44.65,0,2,0,1160.8999999999999
29,60.2,0,2,3,1745.8000000000002
35,100.5,0,2,0,3517.5
27,55.45,1,2,0,1497.15
24,70.3,0,2,1,1687.1999999999998
67,60.4,2,2,0,4046.7999999999997
16,72.65,0,0,2,1162.4
23,55.8,1,0,0,1283.3999999999999
14,31.1,0,0,3,435.40000000000003
1,21.0,0,1,2,21.0
1,45.1,0,0,3,45.1
4,50.95,0,0,1,203.8
16,69.1,0,2,2,1105.6
46,43.95,0,0,2,2021.7
68,86.5,2,2,0,5882.0
38,69.95,0,2,2,2658.1
30,50.4,0,0,0,1512.0
5,78.95,0,0,2,394.75
17,90.95,0,0,1,1546.15
4,19.9,2,1,3,79.6
12,20.15,1,1,2,241.79999999999998
72,90.6,2,2,1,6523.2
3,92.0,0,0,2,276.0
56,94.45,0,0,2,5289.2
41,24.85,1,1,3,1018.85
40,36.0,1,0,1,1440.0
7,78.5,0,2,2,549.5
69,19.95,2,1,1,1376.55
7,20.65,1,1,3,144.54999999999998
5,30.5,0,0,2,152.5
72,106.1,2,2,1,7639.2
44,20.5,1,1,0,902.0
65,95.5,1,0,2,6207.5
3,64.6,0,0,2,193.79999999999998
24,51.1,0,0,1,1226.4
44,84.8,0,0,0,3731.2
72,89.1,2,2,1,6415.2
24,54.95,0,2,2,1318.8000000000002
1,50.9,0,0,3,50.9
22,20.45,0,1,0,449.9
70,85.95,2,0,1,6016.5
25,60.35,0,0,2,1508.75
37,19.8,2,1,0,732.6
22,85.35,0,0,0,1877.6999999999998
59,72.1,2,0,0,4253.9
49,99.8,0,0,2,4890.2
47,107.35,0,0,0,5045.45
31,19.55,0,1,3,606.0500000000001
1,81.05,0,0,2,81.05
3,20.5,0,1,2,61.5
53,111.8,1,0,0,5925.4
1,20.2,0,1,3,20.2
20,19.7,1,1,3,394.0
3,79.1,0,2,2,237.29999999999998
51,19.85,1,1,0,1012.35
51,60.5,1,2,0,3085.5
13,19.55,2,1,3,254.15
1,20.9,0,1,3,20.9
1,21.05,0,1,3,21.05
63,71.5,1,2,2,4504.5
3,54.65,0,0,3,163.95
46,19.2,2,1,1,883.1999999999999
1,49.8,0,0,1,49.8
8,25.5,0,0,3,204.0
71,20.5,2,1,0,1455.5
55,90.4,0,0,1,4972.0
70,90.25,1,0,0,6317.5
2,80.75,0,0,2,161.5
67,104.6,2,2,0,7008.2
65,91.85,0,0,0,5970.25
14,50.2,0,0,1,702.8000000000001
20,95.5,0,0,0,1910.0
1,75.35,0,0,2,75.35
1,75.45,0,0,2,75.45
49,95.4,0,0,0,4674.6
72,101.3,2,2,0,7293.599999999999
46,53.1,0,2,2,2442.6
24,84.85,0,0,0,2036.3999999999999
5,34.25,0,0,2,171.25
33,88.6,0,0,1,2923.7999999999997
42,60.15,1,2,0,2526.2999999999997
23,99.95,1,2,1,2298.85
8,70.7,0,0,0,565.6
66,54.8,1,2,3,3616.7999999999997
24,49.55,0,2,0,1189.1999999999998
24,54.8,0,0,1,1315.1999999999998
69,78.6,1,2,1,5423.4
53,100.3,1,0,3,5315.9
60,53.6,2,2,2,3216.0
7,81.1,0,0,2,567.6999999999999
20,19.35,1,1,1,387.0
23,85.6,0,0,2,1968.8
72,80.8,2,2,2,5817.599999999999
11,74.95,0,0,2,824.45
21,19.6,2,1,3,411.6
1,93.55,0,0,2,93.55
31,90.7,0,0,2,2811.7000000000003
57,69.75,2,0,3,3975.75
45,20.0,2,1,0,900.0
10,95.25,0,0,2,952.5
58,102.1,0,0,1,5921.799999999999
14,19.95,0,1,3,279.3
27,80.85,1,2,3,2182.95
14,90.9,0,0,0,1272.6000000000001
12,29.2,0,0,3,350.4
69,93.3,2,0,0,6437.7
25,89.15,0,0,0,2228.75
58,108.85,1,2,2,6313.299999999999
35,46.35,2,2,1,1622.25
16,84.75,0,0,2,1356.0
45,78.75,1,0,1,3543.75
17,83.55,0,0,2,1420.35
1,45.7,0,0,2,45.7
22,19.6,1,1,3,431.20000000000005
1,69.95,0,0,2,69.95
67,67.85,2,2,3,4545.95
67,105.65,2,0,0,7078.55
2,44.6,0,0,2,89.2
23,74.95,0,0,2,1723.8500000000001
9,75.5,0,0,1,679.5
5,20.15,0,1,3,100.75
54,45.2,2,2,1,2440.8
57,95.25,2,0,2,5429.25
24,89.85,0,0,3,2156.3999999999996
49,100.45,1,0,3,4922.05
5,47.15,0,0,2,235.75
2,80.2,0,0,2,160.4
4,87.1,0,0,3,348.4
70,79.25,2,2,0,5547.5
5,75.9,0,0,0,379.5
53,85.7,0,2,2,4542.1
47,98.75,0,2,2,4641.25
31,20.1,1,1,1,623.1
13,61.8,0,0,0,803.4
28,49.9,0,0,3,1397.2
10,86.45,0,0,2,864.5
38,20.4,2,1,0,775.1999999999999
1,45.3,0,0,3,45.3
67,104.1,1,0,2,6974.7
52,75.4,1,2,3,3920.8
62,108.15,2,2,3,6705.3
16,86.25,0,0,2,1380.0
5,81.0,0,0,2,405.0
12,95.7,1,0,2,1148.4
72,116.85,2,2,0,8413.199999999999
71,105.75,1,0,0,7508.25
24,20.15,1,1,3,483.59999999999997
15,19.6,2,1,3,294.0
67,90.6,1,2,1,6070.2
2,60.95,0,2,0,121.9
5,25.05,0,0,3,125.25
15,88.15,0,0,2,1322.25
1,20.2,0,1,3,20.2
41,60.3,1,2,0,2472.2999999999997
43,63.95,0,2,2,2749.85
1,74.3,0,0,2,74.3
1,70.6,0,0,3,70.6
26,90.8,0,0,2,2360.7999999999997
22,79.35,0,0,2,1745.6999999999998
71,90.55,2,2,0,6429.05
7,19.45,2,1,3,136.15
28,64.45,0,0,0,1804.6000000000001
16,69.65,0,0,2,1114.4
7,19.5,1,1,3,136.5
69,110.5,2,0,0,7624.5
1,24.7,0,0,3,24.7
3,77.4,0,2,2,232.20000000000002
21,96.8,0,0,0,2032.8
69,85.4,0,0,0,5892.6
71,47.6,2,2,0,3379.6
69,19.4,2,1,3,1338.6
48,103.85,0,0,2,4984.799999999999
47,83.35,0,0,0,3917.45
2,49.4,0,0,2,98.8
45,108.45,0,2,1,4880.25
51,81.0,0,0,0,4131.0
22,79.2,0,2,2,1742.4
72,86.65,2,2,0,6238.8
37,92.95,0,0,2,3439.15
71,90.35,2,2,2,6414.849999999999
7,48.7,0,0,2,340.90000000000003
66,25.15,2,1,1,1659.8999999999999
51,76.4,1,2,0,3896.4
30,19.55,1,1,0,586.5
34,85.35,0,0,2,2901.8999999999996
64,24.8,2,1,3,1587.2
65,103.15,1,0,0,6704.75
47,100.75,0,2,3,4735.25
1,95.6,0,2,2,95.6
49,59.75,0,2,1,2927.75
67,94.1,2,0,1,6304.7
39,19.35,1,1,0,754.6500000000001
14,19.9,0,1,3,278.59999999999997
43,108.15,0,2,1,4650.45
56,101.05,0,0,2,5658.8
14,59.1,1,0,1,827.4
1,71.35,0,0,2,71.35
16,55.85,1,2,3,893.6
70,106.05,0,2,2,7423.5
72,84.1,2,2,1,6055.2
23,75.3,0,0,1,1731.8999999999999
21,24.7,0,1,3,518.6999999999999
1,20.15,0,1,3,20.15
1,69.75,0,0,0,69.75
32,93.2,0,0,2,2982.4
17,80.85,0,0,2,1374.4499999999998
4,33.65,0,2,2,134.6
36,55.8,1,0,2,2008.8
50,39.7,2,0,1,1985.0000000000002
48,29.5,0,0,1,1416.0
50,20.15,2,1,1,1007.4999999999999
72,79.55,2,2,1,5727.599999999999
10,24.8,0,1,1,248.0
18,19.65,0,1,3,353.7
1,79.95,0,0,2,79.95
1,19.3,0,1,2,19.3
9,94.05,0,0,2,846.4499999999999
2,90.75,0,2,3,181.5
40,78.85,0,0,1,3154.0
69,99.5,1,0,0,6865.5
37,99.2,1,2,2,3670.4
18,80.55,0,0,1,1449.8999999999999
11,70.2,0,0,2,772.2
8,85.2,0,0,1,681.6
3,75.25,0,0,2,225.75
55,59.45,1,2,1,3269.75
33,93.35,0,0,2,3080.5499999999997
46,44.95,0,0,0,2067.7000000000003
34,26.1,2,1,0,887.4000000000001
3,20.2,0,1,2,60.599999999999994
30,21.25,2,1,3,637.5
33,59.4,1,2,2,1960.2
45,95.0,1,0,1,4275.0
40,61.9,0,2,3,2476.0
71,118.65,2,2,2,8424.15
1,54.35,0,0,2,54.35
72,64.45,2,2,0,4640.400000000001
22,80.15,0,0,2,1763.3000000000002
46,20.2,1,1,0,929.1999999999999
55,21.0,2,1,3,1155.0
1,20.45,0,1,3,20.45
12,75.85,1,0,3,910.1999999999999
31,80.45,0,0,2,2493.9500000000003
5,24.95,0,0,2,124.75
67,75.5,2,2,2,5058.5
1,44.45,0,0,3,44.45
40,42.35,1,2,2,1694.0
41,74.55,0,2,1,3056.5499999999997
1,75.3,0,0,2,75.3
51,94.8,1,2,2,4834.8
42,48.15,2,2,1,2022.3
23,19.65,1,1,3,451.95
1,70.55,0,0,2,70.55
1,20.15,0,1,3,20.15
56,106.6,0,2,1,5969.599999999999
15,91.0,0,0,2,1365.0
12,25.4,2,1,0,304.79999999999995
54,69.95,2,2,0,3777.3
7,66.85,0,0,2,467.94999999999993
33,86.15,0,0,1,2842.9500000000003
16,20.15,0,1,2,322.4
21,64.85,1,2,3,1361.85
30,74.85,2,0,2,2245.5
3,50.5,0,0,3,151.5
11,72.9,0,0,2,801.9000000000001
62,115.05,1,2,1,7133.099999999999
18,19.0,0,1,2,342.0
6,19.55,0,1,3,117.30000000000001
46,101.1,1,0,2,4650.599999999999
21,84.1,0,0,2,1766.1
68,24.15,2,1,0,1642.1999999999998
1,50.1,0,0,2,50.1
25,74.6,0,0,2,1864.9999999999998
24,19.75,2,1,3,474.0
30,85.0,0,0,2,2550.0
2,80.55,0,0,2,161.1
51,106.8,1,0,0,5446.8
57,84.5,2,2,2,4816.5
15,25.05,2,1,0,375.75
72,83.7,2,2,0,6026.400000000001
2,75.8,0,0,2,151.6
28,96.6,0,0,1,2704.7999999999997
29,98.5,0,0,2,2856.5
70,101.1,2,2,1,7077.0
13,20.2,1,1,3,262.59999999999997
59,94.05,1,2,2,5548.95
13,95.25,0,0,2,1238.25
7,74.4,0,0,3,520.8000000000001
62,81.0,2,2,3,5022.0
21,60.25,1,2,2,1265.25
2,60.85,0,0,2,121.7
1,43.95,0,0,1,43.95
4,86.05,0,0,2,344.2
19,20.25,1,1,1,384.75
30,85.15,0,0,2,2554.5
67,19.4,2,1,1,1299.8
72,102.65,2,2,1,7390.8
53,19.9,2,1,1,1054.6999999999998
5,19.55,1,1,2,97.75
71,95.5,2,0,1,6780.5
50,84.15,1,0,1,4207.5
56,103.2,2,0,2,5779.2
2,50.2,0,0,1,100.4
2,88.55,0,0,2,177.1
24,54.75,0,2,2,1314.0
46,19.95,2,1,1,917.6999999999999
71,116.25,2,2,2,8253.75
29,31.2,0,0,2,904.8
69,24.45,2,1,0,1687.05
71,84.2,2,0,1,5978.2
1,91.3,0,0,2,91.3
56,85.65,2,2,0,4796.400000000001
56,21.2,1,1,3,1187.2
1,79.5,0,0,2,79.5
28,25.55,1,1,3,715.4
19,20.2,0,1,3,383.8
66,63.85,0,0,2,4214.1
17,61.95,1,0,3,1053.15
52,25.75,2,1,3,1339.0
19,58.2,1,0,2,1105.8
36,85.85,1,2,0,3090.6
7,70.1,0,0,3,490.69999999999993
72,104.9,1,2,1,7552.8
67,111.3,1,2,2,7457.099999999999
34,99.85,1,0,2,3394.8999999999996
57,95.25,0,0,0,5429.25
7,86.25,0,0,2,603.75
1,100.8,0,0,2,100.8
8,19.55,0,1,0,156.4
69,104.0,2,0,2,7176.0
50,104.4,1,2,3,5220.0
10,19.5,1,1,3,195.0
12,25.25,2,1,1,303.0
14,86.3,0,0,2,1208.2
70,49.85,2,2,0,3489.5
64,108.95,0,2,0,6972.8
66,89.9,2,2,1,5933.400000000001
71,82.0,2,2,1,5822.0
20,89.95,0,0,2,1799.0
72,79.35,2,2,0,5713.2
71,64.05,2,2,1,4547.55
38,101.15,0,0,1,3843.7000000000003
28,89.95,0,0,2,2518.6
17,76.45,0,0,2,1299.65
33,39.1,1,0,2,1290.3
23,34.6,2,2,3,795.8000000000001
58,19.55,1,1,2,1133.9
70,104.45,2,0,0,7311.5
4,70.5,0,0,2,282.0
45,20.35,2,1,3,915.7500000000001
10,70.0,0,0,2,700.0
36,19.45,2,1,1,700.1999999999999
54,69.9,0,2,3,3774.6000000000004
23,59.7,2,0,3,1373.1000000000001
41,78.35,1,2,1,3212.35
5,71.45,0,0,3,357.25
27,45.85,1,0,1,1237.95
1,95.85,0,0,2,95.85
67,35.7,2,2,1,2391.9
72,89.55,2,2,1,6447.599999999999
56,24.95,2,1,1,1397.2
44,24.85,1,1,2,1093.4
66,100.8,0,0,2,6652.8
34,64.4,1,2,3,2189.6000000000004
69,105.35,2,0,0,7269.15
1,102.45,0,2,2,102.45
40,19.65,2,1,1,786.0
30,54.45,0,2,0,1633.5
11,70.5,0,0,3,775.5
15,20.1,1,1,1,301.5
11,69.35,0,0,2,762.8499999999999
64,19.8,1,1,0,1267.2
72,74.4,2,2,0,5356.8
72,93.05,2,2,0,6699.599999999999
1,51.2,0,2,3,51.2
15,65.6,1,2,1,983.9999999999999
60,80.55,1,0,1,4833.0
56,52.7,1,2,3,2951.2000000000003
8,20.85,2,1,3,166.8
3,80.1,0,0,1,240.29999999999998
49,52.15,0,0,1,2555.35
2,80.2,0,0,2,160.4
6,98.15,0,2,0,588.9000000000001
70,114.95,2,2,0,8046.5
12,112.95,0,0,3,1355.4
52,104.45,1,2,0,5431.400000000001
72,113.65,2,2,1,8182.8
40,20.6,2,1,0,824.0
1,70.9,0,0,3,70.9
3,86.85,0,0,2,260.54999999999995
40,91.55,0,0,2,3662.0
1,49.85,0,0,2,49.85
30,19.8,1,1,1,594.0
23,99.85,0,2,2,2296.5499999999997
1,74.5,0,0,2,74.5
44,104.15,0,0,2,4582.6
65,109.15,0,0,2,7094.75
7,48.2,0,2,2,337.40000000000003
72,25.1,2,1,1,1807.2
8,100.15,0,0,1,801.2
16,65.2,0,0,1,1043.2
66,99.5,0,0,1,6567.0
1,71.55,0,0,3,71.55
3,55.9,0,2,3,167.7
53,93.9,0,2,2,4976.700000000001
8,64.4,0,0,1,515.2
69,108.4,2,0,0,7479.6
5,85.3,0,0,3,426.5
72,107.45,2,2,3,7736.400000000001
13,48.75,0,0,0,633.75
4,85.65,0,0,2,342.6
54,91.3,2,2,1,4930.2
72,85.95,2,0,0,6188.400000000001
12,106.7,0,0,2,1280.4
1,25.15,0,0,2,25.15
1,45.2,0,0,2,45.2
54,110.35,1,0,2,5958.9
69,79.2,2,0,1,5464.8
48,55.5,2,2,1,2664.0
48,103.25,1,2,1,4956.0
8,90.25,0,0,2,722.0
71,91.25,2,2,3,6478.75
2,47.8,0,2,2,95.6
67,100.9,1,2,1,6760.3
34,97.7,0,0,0,3321.8
3,69.85,0,0,2,209.54999999999998
9,65.6,1,0,3,590.4
71,104.65,1,2,0,7430.150000000001
57,90.45,2,0,1,5155.650000000001
72,63.7,2,2,0,4586.400000000001
48,104.5,0,2,2,5016.0
18,20.1,1,1,3,361.8
43,104.3,1,0,1,4484.9
72,93.25,2,2,0,6714.0
35,73.45,1,0,0,2570.75
4,20.7,0,1,3,82.8
49,25.25,2,1,3,1237.25
71,100.5,2,2,0,7135.5
11,90.6,0,0,2,996.5999999999999
63,89.4,2,2,1,5632.200000000001
65,95.45,0,0,0,6204.25
49,20.45,2,1,1,1002.05
29,98.6,0,0,1,2859.3999999999996
15,83.05,0,0,2,1245.75
4,19.95,0,1,2,79.8
72,109.15,1,0,1,7858.8
26,85.7,0,0,1,2228.2000000000003
35,102.05,0,0,0,3571.75
57,94.7,1,0,2,5397.900000000001
28,64.4,0,0,2,1803.2000000000003
25,26.8,1,1,3,670.0
47,66.05,1,2,1,3104.35
57,65.2,0,2,0,3716.4
16,85.05,0,0,1,1360.8
5,55.8,0,2,3,279.0
17,70.4,0,0,0,1196.8000000000002
56,104.75,1,0,0,5866.0
72,19.95,2,1,0,1436.3999999999999
21,94.25,0,0,2,1979.25
48,45.0,1,2,1,2160.0
68,114.9,2,2,0,7813.200000000001
30,106.4,0,2,0,3192.0
3,46.1,0,0,3,138.3
14,39.7,2,2,3,555.8000000000001
4,20.05,0,1,0,80.2
71,95.75,2,0,1,6798.25
8,24.4,1,1,3,195.2
61,33.6,0,2,0,2049.6
72,90.45,2,0,0,6512.400000000001
5,84.0,0,0,2,420.0
49,67.4,2,2,0,3302.6000000000004
8,19.7,0,1,0,157.6
3,80.35,0,0,2,241.04999999999998
9,19.6,2,1,3,176.4
67,54.2,2,2,0,3631.4
46,45.2,0,0,1,2079.2000000000003
67,75.1,1,2,3,5031.7
55,19.7,1,1,2,1083.5
33,72.75,0,2,0,2400.75
62,20.05,2,1,1,1243.1000000000001
1,45.95,0,0,3,45.95
49,39.2,0,2,2,1920.8000000000002
1,44.75,0,0,2,44.75
14,82.65,0,0,2,1157.1000000000001
18,93.9,0,0,0,1690.2
1,70.15,0,0,2,70.15
1,85.55,0,0,1,85.55
72,117.15,2,2,1,8434.800000000001
64,99.25,2,2,1,6352.0
69,112.55,2,2,0,7765.95
1,25.7,0,1,2,25.7
71,90.3,2,2,1,6411.3
66,49.4,1,0,1,3260.4
2,19.4,0,1,3,38.8
71,109.7,2,2,0,7788.7
11,61.25,1,0,2,673.75
47,55.3,0,2,2,2599.1
35,70.3,0,0,2,2460.5
32,106.35,0,0,0,3403.2
60,103.75,0,0,0,6225.0
11,19.5,1,1,3,214.5
29,39.5,1,2,1,1145.5
21,26.05,0,0,2,547.0500000000001
48,91.05,0,0,1,4370.4
3,29.65,0,0,3,88.94999999999999
43,50.2,0,0,3,2158.6
5,105.3,0,0,2,526.5
1,55.45,0,0,2,55.45
71,85.45,1,2,2,6066.95
8,19.8,1,1,2,158.4
8,59.25,0,0,2,474.0
20,90.7,0,0,1,1814.0
33,103.7,1,2,3,3422.1
71,79.05,1,0,1,5612.55
